Type of flow;Coverage;Country;UN numeric code;Country codes-UN based;Country codes-WDI based;Major area;Major area code;Region ;Region code;1815;1816;1817;1818;1819;1820;1821;1822;1823;1824;1825;1826;1827;1828;1829;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011
Outflows;Total;Czech Republic;203;CZE;CZE;Europe;150;Eastern Europe;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15 446;24 754;19 751;19 408;30 645;22 047;17 796;13 833;14 057;14 155;13 489;13 688;13 402;12 520;15 325;15 849;18 377;23 162;19 303;18 441;20 881;12 742;10 859;11 083;11 110;10 434;10 291;10 101;9 519;8 842;9 545;9 134;9 328;8 362;8 078;7 723;7 699;7 213;7 440;7 941;11 787;11 220;7 291;7 424;265;541;728;805;1 241;1 136;1 263;21 469;32 389;34 226;34 818;24 065;33 463;20 500;6027;11 629;14867;
Outflows;Citizens;Czechoslovakia (former);200;CZV;CZV;Europe;150;Eastern Europe;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Czechoslovakia (former);200;CZV;CZV;Europe;150;Eastern Europe;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Czechoslovakia (former);200;CZV;CZV;Europe;150;Eastern Europe;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39400;32300;54400;19400;26100;23600;24500;30700;25700;9600;5200;4700;5100;5700;7200;14800;9000;;;;;;;;;;;;;;;;2693;3320;2722;2273;1931;2229;2900;2328;2737;2737;5196;5676;8086;13824;10556;9142;12071;5210;3755;3995;4463;4222;3449;3938;3685;3375;3155;3733;3625;3404;2992;2399;2425;2337;2241;2590;4980;4423;;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;Denmark;208;DNK;DNK;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8000;;;;;;;;4400;3500;3900;6900;7200;3300;2100;1600;1900;3000;3100;5700;8000;11600;8400;6300;4300;6300;8800;8700;9000;10300;10400;10400;9200;4100;3600;2900;2300;2300;2800;3600;4700;6800;8200;9000;8100;8500;7900;4600;6800;8900;8300;8600;8800;6200;3300;4300;1600;800;3300;6300;5300;4100;7600;6300;4600;5800;8000;16600;14580;14180;9598;8282;;;;;;;;;;;;;;;;;;;;;;;;;30459;21787;19106;19744;20429;18716;20373;;21546;20661;20253;20890;;;;;;;;;;;16397;17979;18650;17991;16849;16890;17662;18666;19981;23893;25447;23528;22167;22557;22350;23819;23521;24355;24336;24693;25098;26887;26688;25731;25272;25936;26249;26339;23771;21959;20085;20468;21273
Outflows;Foreigners;Denmark;208;DNK;DNK;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3275;3408;3454;3903;4713;5452;5585;;7874;7410;8802;9177;;;;;;;;;;;11334;11934;11069;10337;9150;8163;9053;9262;10142;10651;9502;8855;10462;9358;9994;10891;11109;12957;14057;15647;16242;16530;17292;17750;18194;19081;19620;20447;17795;21531;24789;25414;25411
Outflows;Total;Denmark;208;DNK;DNK;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7500;8146;8878;9760;9500;11123;11331;14353;6243;2702;3186;1665;5121;25633;28556;33063;25873;25493;29001;24534;18408;19826;26770;32263;33734;25195;22560;23647;25142;24168;25958;25814;29420;28071;29055;30067;29499;27001;31626;25762;29703;39751;40659;30000;26906;26735;27731;29913;29719;28328;25999;25053;26715;27928;30123;34544;34949;32383;32629;31915;32344;34710;34630;37312;38393;40340;41340;43417;43980;43481;43466;45017;45869;46786;41566;43490;44874;45882;46684
Outflows;Citizens;Djibouti;262;DJI;DJI;Africa;2;Eastern Africa;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Djibouti;262;DJI;DJI;Africa;2;Eastern Africa;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Djibouti;262;DJI;DJI;Africa;2;Eastern Africa;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;Dominica;212;DMA;DMA;Americas;19;Caribbean;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Dominica;212;DMA;DMA;Americas;19;Caribbean;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Dominica;212;DMA;DMA;Americas;19;Caribbean;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;776;1126;1375;699;1163;2582;1873;820;420;697;857;696;724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;Dominican Republic;214;DOM;DOM;Americas;19;Caribbean;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Dominican Republic;214;DOM;DOM;Americas;19;Caribbean;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Dominican Republic;214;DOM;DOM;Americas;19;Caribbean;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;127;72;101;296;382;565;294;;268;251;199;;574;502;;;;;;;;;;;;225599;239407;;;;;;;142413;1044806;;;;;;;;;;;;;;;;;
Outflows;Citizens;Ecuador;218;ECU;ECU;Americas;19;South America;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Ecuador;218;ECU;ECU;Americas;19;South America;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Ecuador;218;ECU;ECU;Americas;19;South America;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155530;160600;153730;119480;100710;115262;134249;152989;160525;214114;227541;181206;198132;216270;334146;348845;;;;;;;;;;;;;;;;;
Outflows;Citizens;Egypt;818;EGY;EGY;Africa;2;Northern Africa;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Egypt;818;EGY;EGY;Africa;2;Northern Africa;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Egypt;818;EGY;EGY;Africa;2;Northern Africa;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3512;3834;2593;1950;1403;1467;;;;;;;;;;;;;;214400;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;El Salvador;222;SLV;SLV;Americas;19;Central America;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;El Salvador;222;SLV;SLV;Americas;19;Central America;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;El Salvador;222;SLV;SLV;Americas;19;Central America;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;211875;233945;;;270206;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;Equatorial Guinea;226;GNQ;GNQ;Africa;2;Middle Africa;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Equatorial Guinea;226;GNQ;GNQ;Africa;2;Middle Africa;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Equatorial Guinea;226;GNQ;GNQ;Africa;2;Middle Africa;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;Eritrea;232;ERI;ERI;Africa;2;Eastern Africa;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Eritrea;232;ERI;ERI;Africa;2;Eastern Africa;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Eritrea;232;ERI;ERI;Africa;2;Eastern Africa;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;Estonia;233;EST;EST;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Estonia;233;EST;EST;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Estonia;233;EST;EST;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13237;36912;15999;9063;9786;7235;;;;;;;;;;;;;;;
Outflows;Citizens;Ethiopia;231;ETH;ETH;Africa;2;Eastern Africa;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Ethiopia;231;ETH;ETH;Africa;2;Eastern Africa;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2904;3525;3807;6110;2335;3300;2465;2698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Ethiopia;231;ETH;ETH;Africa;2;Eastern Africa;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;Falkland Islands (Malvinas);238;FLK;FLK;Americas;19;South America;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Falkland Islands (Malvinas);238;FLK;FLK;Americas;19;South America;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Falkland Islands (Malvinas);238;FLK;FLK;Americas;19;South America;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;Faroe Islands;234;FRO;FRO;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Faroe Islands;234;FRO;FRO;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Faroe Islands;234;FRO;FRO;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;Fiji;242;FJI;FJI;Oceania;9;Melanesia;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Foreigners;Fiji;242;FJI;FJI;Oceania;9;Melanesia;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Total;Fiji;242;FJI;FJI;Oceania;9;Melanesia;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26667;30372;4461;2527;;;1683;1878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outflows;Citizens;Finland;246;FIN;FIN;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6043;6088;5055;6383;3964;741;1161;677;402;573;711;1536;1286;963;794;730;101;2;52;27;273;331;2328;4515;13970;19644;5966;5051;2976;1755;2508;5222;5573;3513;1844;1099;724;633;790;637;709;951;1652;2007;1055;725;;1434;1259;1061;1179;;1597;1727;1783;1584;1267;1288;;;;7291;7312;6463;5539;4867;4570;4887;7138;7441;7578;8272;9126;9966;10183;10996;10134;9805;9470;9737;9394;9330;9161;8114;8782;
Outflows;Foreigners;Finland;246;FIN;FIN;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1184;1135;911;938;1117;1485;1518;1534;1516;3009;1582;1691;2000;4128;2157;2757;2278;4186;2632;2713;3113;4496;4037;3123;
Outflows;Total;Finland;246;FIN;FIN;Europe;150;Northern Europe;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26000;;;;;;;;;;59000;;;;;;;;;10400;12600;23200;17000;11000;17400;17500;16300;5800;19100;19000;9400;10700;20100;6500;4000;5300;2800;1900;1100;5600;3600;5700;13800;5400;2500;;;;;;;;;;;;;;;;;;;;8120;10976;14086;15372;13268;17211;20185;7576;8597;6320;5687;7379;10787;12025;10587;12552;18336;13280;12947;28082;29394;20554;12898;24866;54107;53205;17665;11951;10309;12027;12237;17346;18209;16327;16661;14824;10042;7403;6822;7467;7739;8269;8475;8447;7374;6477;5984;6055;6405;8672;8957;10587;9854;10817;11966;14311;13153;12891;12083;13656;12369;12107;12443;13657;12151;11905;
Outflows;Citizens;France;250;FRA;FRA;Europe;150;Western Europe;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21000;;;;;;5700;3700;2600;3500;2700;2300;2400;3100;4700;5600;6000;6400;7900;4600;5900;15800;8400;7200;4300;2200;2100;2300;3600;4600;4500;4900;4000;6100;6100;7300;11200;23300;31400;20600;6200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
